received_at,sequence,millis,gain,integration_time,page,415,445,480,515,555,590,630,680,nir,clear
2026-09-09T00:46:18.621832+00:00,196,113005,256x,200ms,1,0,0,0,0,0,2,2,0,0,8
2026-09-09T00:46:19.109876+00:00,197,113494,256x,200ms,1,0,0,0,0,0,2,2,0,0,8
2026-09-09T00:46:19.597496+00:00,198,113983,256x,200ms,1,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:20.086410+00:00,199,114471,256x,200ms,0,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:20.581223+00:00,200,114961,256x,200ms,0,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:46:21.061885+00:00,201,115449,256x,200ms,0,0,0,0,0,0,2,2,0,0,9
2026-09-09T00:46:21.557341+00:00,202,115939,256x,200ms,0,0,0,0,0,0,2,2,0,0,8
2026-09-09T00:46:22.045933+00:00,203,116427,256x,200ms,0,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:46:22.533118+00:00,204,116917,256x,200ms,0,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:46:23.021999+00:00,205,117406,256x,200ms,1,0,0,0,0,0,2,1,0,0,7
2026-09-09T00:46:23.509480+00:00,206,117895,256x,200ms,1,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:46:23.997403+00:00,207,118384,256x,200ms,1,0,0,0,0,0,1,2,0,0,8
2026-09-09T00:46:24.485981+00:00,208,118874,256x,200ms,1,0,0,0,0,0,1,2,0,0,7
2026-09-09T00:46:24.974037+00:00,209,119363,256x,200ms,1,0,0,0,0,0,1,2,0,0,7
2026-09-09T00:46:25.462042+00:00,210,119852,256x,200ms,1,0,0,0,0,0,1,2,0,0,7
2026-09-09T00:46:25.957667+00:00,211,120340,256x,200ms,0,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:46:26.446202+00:00,212,120829,256x,200ms,0,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:26.933347+00:00,213,121319,256x,200ms,0,0,0,0,0,0,2,2,0,0,9
2026-09-09T00:46:27.422010+00:00,214,121808,256x,200ms,0,0,0,0,0,0,2,2,0,0,9
2026-09-09T00:46:27.909980+00:00,215,122297,256x,200ms,0,0,0,0,0,0,2,2,0,0,9
2026-09-09T00:46:28.397610+00:00,216,122786,256x,200ms,0,0,0,0,0,0,2,2,0,0,9
2026-09-09T00:46:28.886495+00:00,217,123276,256x,200ms,1,0,0,0,0,2,5,5,1,0,71
2026-09-09T00:46:29.382008+00:00,218,123765,256x,200ms,1,0,0,0,0,21,28,28,20,0,634
2026-09-09T00:46:29.870043+00:00,219,124256,256x,200ms,1,0,0,0,0,28,36,35,27,0,803
2026-09-09T00:46:30.359317+00:00,220,124747,256x,200ms,1,0,0,0,0,30,38,37,29,0,863
2026-09-09T00:46:30.855183+00:00,221,125239,256x,200ms,1,0,0,0,0,105,134,128,109,14,3374
2026-09-09T00:46:31.350910+00:00,222,125731,256x,200ms,1,0,0,0,0,335,424,409,356,54,11346
2026-09-09T00:46:31.839278+00:00,223,126226,256x,200ms,0,0,0,0,0,415,522,502,433,60,11999
2026-09-09T00:46:32.326641+00:00,224,126716,256x,200ms,0,0,0,0,0,350,439,419,363,50,9926
2026-09-09T00:46:32.823101+00:00,225,127206,256x,200ms,0,0,0,0,0,491,629,591,524,72,14574
2026-09-09T00:46:33.310908+00:00,226,127696,256x,200ms,0,0,0,0,0,912,1181,1091,989,138,22801
2026-09-09T00:46:33.798407+00:00,227,128187,256x,200ms,0,0,0,0,0,953,1235,1138,1031,144,23127
2026-09-09T00:46:34.294937+00:00,228,128677,256x,200ms,0,0,0,0,0,989,1280,1180,1070,148,23054
2026-09-09T00:46:34.791274+00:00,229,129168,256x,200ms,1,0,0,0,0,1090,1414,1304,1183,166,23470
2026-09-09T00:46:35.279454+00:00,230,129662,256x,200ms,1,0,0,0,0,1152,1493,1379,1249,176,23724
2026-09-09T00:46:35.775623+00:00,231,130157,256x,200ms,1,0,0,0,0,1156,1498,1385,1253,178,23598
2026-09-09T00:46:36.271541+00:00,232,130653,256x,200ms,1,0,0,0,0,1114,1442,1330,1203,170,23507
2026-09-09T00:46:36.766734+00:00,233,131147,256x,200ms,1,0,0,0,0,1185,1537,1423,1287,184,23812
2026-09-09T00:46:37.263559+00:00,234,131643,256x,200ms,1,0,0,0,0,781,1007,932,840,122,22649
2026-09-09T00:46:37.750855+00:00,235,132137,256x,200ms,0,0,0,0,0,151,193,178,157,18,4319
2026-09-09T00:46:38.238754+00:00,236,132628,256x,200ms,0,0,0,0,0,431,558,515,462,60,12965
2026-09-09T00:46:38.734858+00:00,237,133118,256x,200ms,0,0,0,0,0,969,1255,1161,1047,146,23201
2026-09-09T00:46:39.223295+00:00,238,133609,256x,200ms,0,0,0,0,0,973,1260,1164,1050,148,23126
2026-09-09T00:46:39.709903+00:00,239,134099,256x,200ms,0,0,0,0,0,1668,2154,2011,1808,270,25018
2026-09-09T00:46:40.198600+00:00,240,134590,256x,200ms,0,0,0,0,0,1327,1702,1596,1426,214,24410
2026-09-09T00:46:40.695161+00:00,241,135080,256x,200ms,1,0,0,0,0,391,506,466,418,56,11707
2026-09-09T00:46:41.191471+00:00,242,135574,256x,200ms,1,0,0,0,0,560,727,673,603,82,16927
2026-09-09T00:46:41.687646+00:00,243,136068,256x,200ms,1,0,0,0,0,1158,1497,1382,1249,180,23760
2026-09-09T00:46:42.174914+00:00,244,136563,256x,200ms,1,0,0,0,0,1272,1640,1518,1371,198,24120
2026-09-09T00:46:42.670910+00:00,245,137058,256x,200ms,1,0,0,0,0,1229,1584,1469,1322,192,23818
2026-09-09T00:46:43.166015+00:00,246,137553,256x,200ms,1,0,0,0,0,1229,1586,1467,1323,192,24021
2026-09-09T00:46:43.662734+00:00,247,138048,256x,200ms,0,0,0,0,0,1334,1723,1595,1442,208,24297
2026-09-09T00:46:44.151065+00:00,248,138539,256x,200ms,0,0,0,0,0,1137,1471,1359,1229,176,23551
2026-09-09T00:46:44.639472+00:00,249,139029,256x,200ms,0,0,0,0,0,783,1022,946,858,120,21232
2026-09-09T00:46:45.127279+00:00,250,139520,256x,200ms,0,0,0,0,0,549,722,672,610,82,16946
2026-09-09T00:46:45.622581+00:00,251,140010,256x,200ms,0,0,0,0,0,553,727,677,613,84,17047
2026-09-09T00:46:46.110743+00:00,252,140500,256x,200ms,0,0,0,0,0,556,732,680,617,82,17141
2026-09-09T00:46:46.598770+00:00,253,140990,256x,200ms,0,0,0,0,0,554,730,679,616,82,17112
